x,y,pixel_x,pixel_y,gap_before
0,0,687,748,0
0.008,0.22,695,671,0
0.018,0.35,705,626,0
0.028,0.39,715,612,0
0.035,0.39,721,612,0
0.05,0.37,736,619,0
0.075,0.3,761,643,0
0.105,0.22,790,671,0
0.14,0.15,825,696,0
0.18,0.095,864,715,0
0.22,0.06,904,727,0
0.26,0.035,943,736,0
0.3,0.028,982,738,0
