x,y,pixel_x,pixel_y,gap_before
10.066006600660065,0.572347266881029,175,250.0,0
10.198019801980198,0.5691318327974276,177,251.0,1
10.528052805280527,0.572347266881029,182,250.0,1
10.726072607260726,0.572347266881029,185,250.0,1
10.792079207920793,0.572347266881029,186,250.0,0
10.858085808580858,0.572347266881029,187,250.0,0
10.924092409240924,0.5755627009646302,188,249.0,0
10.99009900990099,0.5755627009646302,189,249.0,0
11.056105610561056,0.5755627009646302,190,249.0,0
11.122112211221122,0.5755627009646302,191,249.0,0
11.188118811881187,0.5771704180064309,192,248.5,0
11.254125412541255,0.5787781350482315,193,248.0,0
11.32013201320132,0.5819935691318328,194,247.0,0
11.386138613861386,0.5836012861736335,195,246.5,0
11.452145214521453,0.5852090032154341,196,246.0,0
11.518151815181518,0.5884244372990354,197,245.0,0
11.584158415841584,0.5932475884244373,198,243.5,0
11.65016501650165,0.6028938906752411,199,240.5,0
11.716171617161717,0.6028938906752411,200,240.5,0
11.782178217821782,0.5852090032154341,201,246.0,0
11.848184818481847,0.5755627009646302,202,249.0,0
11.914191419141915,0.572347266881029,203,250.0,0
11.98019801980198,0.572347266881029,204,250.0,0
12.046204620462046,0.572347266881029,205,250.0,0
12.112211221122113,0.572347266881029,206,250.0,0
12.178217821782178,0.5707395498392283,207,250.5,0
12.244224422442244,0.5691318327974276,208,251.0,0
12.310231023102311,0.5691318327974276,209,251.0,0
12.376237623762377,0.5691318327974276,210,251.0,0
12.442244224422442,0.5691318327974276,211,251.0,0
12.574257425742575,0.5659163987138264,213,252.0,1
12.64026402640264,0.5691318327974276,214,251.0,0
13.168316831683168,0.5659163987138264,222,252.0,1
13.498349834983498,0.5659163987138264,227,252.0,1
13.564356435643564,0.5659163987138264,228,252.0,0
13.630363036303631,0.5659163987138264,229,252.0,0
13.696369636963697,0.5659163987138264,230,252.0,0
13.762376237623762,0.5659163987138264,231,252.0,0
13.82838283828383,0.5659163987138264,232,252.0,0
13.894389438943895,0.5659163987138264,233,252.0,0
13.96039603960396,0.5659163987138264,234,252.0,0
14.026402640264026,0.5659163987138264,235,252.0,0
14.092409240924091,0.5659163987138264,236,252.0,0
14.158415841584159,0.5659163987138264,237,252.0,0
14.224422442244224,0.5659163987138264,238,252.0,0
14.29042904290429,0.5659163987138264,239,252.0,0
14.356435643564357,0.5659163987138264,240,252.0,0
14.422442244224422,0.5659163987138264,241,252.0,0
14.488448844884488,0.5659163987138264,242,252.0,0
14.554455445544555,0.5659163987138264,243,252.0,0
14.62046204620462,0.5659163987138264,244,252.0,0
14.686468646864686,0.5659163987138264,245,252.0,0
14.752475247524753,0.5659163987138264,246,252.0,0
14.818481848184819,0.5659163987138264,247,252.0,0
14.884488448844884,0.5659163987138264,248,252.0,0
14.950495049504951,0.5659163987138264,249,252.0,0
15.016501650165017,0.5659163987138264,250,252.0,0
15.082508250825082,0.5659163987138264,251,252.0,0
15.14851485148515,0.5659163987138264,252,252.0,0
15.214521452145215,0.5659163987138264,253,252.0,0
15.28052805280528,0.5659163987138264,254,252.0,0
15.346534653465346,0.5659163987138264,255,252.0,0
15.412541254125411,0.5659163987138264,256,252.0,0
15.478547854785479,0.5659163987138264,257,252.0,0
15.544554455445544,0.5659163987138264,258,252.0,0
15.61056105610561,0.5659163987138264,259,252.0,0
15.676567656765677,0.5659163987138264,260,252.0,0
15.742574257425744,0.5659163987138264,261,252.0,0
15.94059405940594,0.5691318327974276,264,251.0,1
16.006600660066006,0.5691318327974276,265,251.0,0
16.072607260726073,0.5691318327974276,266,251.0,0
16.13861386138614,0.5691318327974276,267,251.0,0
16.46864686468647,0.5659163987138264,272,252.0,1
16.534653465346533,0.5659163987138264,273,252.0,0
16.666666666666664,0.5659163987138264,275,252.0,1
16.73267326732673,0.5659163987138264,276,252.0,0
17.326732673267326,0.5691318327974276,285,251.0,1
17.392739273927393,0.5691318327974276,286,251.0,0
17.458745874587457,0.5691318327974276,287,251.0,0
17.524752475247524,0.5691318327974276,288,251.0,0
17.59075907590759,0.5707395498392283,289,250.5,0
17.65676567656766,0.572347266881029,290,250.0,0
17.722772277227723,0.572347266881029,291,250.0,0
17.854785478547853,0.5691318327974276,293,251.0,1
17.92079207920792,0.5691318327974276,294,251.0,0
17.986798679867988,0.5691318327974276,295,251.0,0
18.05280528052805,0.5691318327974276,296,251.0,0
18.11881188118812,0.5691318327974276,297,251.0,0
18.184818481848183,0.5691318327974276,298,251.0,0
18.25082508250825,0.5691318327974276,299,251.0,0
18.316831683168317,0.572347266881029,300,250.0,0
18.382838283828384,0.5803858520900321,301,247.5,0
18.448844884488448,0.5819935691318328,302,247.0,0
18.514851485148515,0.5755627009646302,303,249.0,0
18.58085808580858,0.572347266881029,304,250.0,0
18.646864686468646,0.5691318327974276,305,251.0,0
18.844884488448844,0.5659163987138264,308,252.0,1
18.910891089108908,0.5659163987138264,309,252.0,0
19.042904290429043,0.5659163987138264,311,252.0,1
19.10891089108911,0.5659163987138264,312,252.0,0
19.174917491749177,0.5659163987138264,313,252.0,0
19.24092409240924,0.5659163987138264,314,252.0,0
19.306930693069305,0.5659163987138264,315,252.0,0
19.372937293729372,0.5659163987138264,316,252.0,0
19.43894389438944,0.5659163987138264,317,252.0,0
19.834983498349835,0.5691318327974276,323,251.0,1
19.900990099009903,0.5691318327974276,324,251.0,0
19.966996699669966,0.5691318327974276,325,251.0,0
20.363036303630363,0.5691318327974276,331,251.0,1
20.42904290429043,0.5691318327974276,332,251.0,0
20.495049504950494,0.5691318327974276,333,251.0,0
20.693069306930692,0.5659163987138264,336,252.0,1
20.75907590759076,0.5659163987138264,337,252.0,0
20.825082508250823,0.5659163987138264,338,252.0,0
20.89108910891089,0.5659163987138264,339,252.0,0
20.957095709570957,0.5691318327974276,340,251.0,0
21.023102310231025,0.572347266881029,341,250.0,0
21.08910891089109,0.5707395498392283,342,250.5,0
21.155115511551156,0.5691318327974276,343,251.0,0
21.41914191419142,0.5659163987138264,347,252.0,1
21.48514851485149,0.5659163987138264,348,252.0,0
22.07920792079208,0.5691318327974276,357,251.0,1
22.145214521452147,0.5691318327974276,358,251.0,0
22.211221122112214,0.5691318327974276,359,251.0,0
22.277227722772277,0.5691318327974276,360,251.0,0
22.343234323432345,0.5691318327974276,361,251.0,0
22.40924092409241,0.5691318327974276,362,251.0,0
22.475247524752476,0.5691318327974276,363,251.0,0
22.541254125412543,0.5691318327974276,364,251.0,0
22.607260726072607,0.5691318327974276,365,251.0,0
22.673267326732674,0.5691318327974276,366,251.0,0
22.739273927392738,0.572347266881029,367,250.0,0
22.805280528052805,0.572347266881029,368,250.0,0
22.871287128712872,0.572347266881029,369,250.0,0
22.93729372937294,0.5739549839228296,370,249.5,0
23.003300330033003,0.5739549839228296,371,249.5,0
23.069306930693067,0.572347266881029,372,250.0,0
23.333333333333332,0.572347266881029,376,250.0,1
23.3993399339934,0.5755627009646302,377,249.0,0
23.465346534653463,0.5771704180064309,378,248.5,0
23.53135313531353,0.5771704180064309,379,248.5,0
23.597359735973598,0.5755627009646302,380,249.0,0
23.663366336633665,0.572347266881029,381,250.0,0
23.795379537953792,0.5691318327974276,383,251.0,1
23.86138613861386,0.5707395498392283,384,250.5,0
23.927392739273927,0.5771704180064309,385,248.5,0
23.993399339933994,0.5771704180064309,386,248.5,0
24.05940594059406,0.572347266881029,387,250.0,0
24.12541254125413,0.5691318327974276,388,251.0,0
24.191419141914192,0.5691318327974276,389,251.0,0
24.257425742574256,0.5691318327974276,390,251.0,0
24.323432343234323,0.5691318327974276,391,251.0,0
24.38943894389439,0.5691318327974276,392,251.0,0
24.455445544554458,0.5691318327974276,393,251.0,0
24.52145214521452,0.5691318327974276,394,251.0,0
24.58745874587459,0.5691318327974276,395,251.0,0
24.653465346534652,0.5691318327974276,396,251.0,0
24.785478547854787,0.5691318327974276,398,251.0,1
24.85148514851485,0.5691318327974276,399,251.0,0
24.917491749174918,0.5691318327974276,400,251.0,0
24.98349834983498,0.5691318327974276,401,251.0,0
25.04950495049505,0.5691318327974276,402,251.0,0
25.115511551155116,0.5691318327974276,403,251.0,0
25.511551155115512,0.5707395498392283,409,250.5,1
25.57755775577558,0.5707395498392283,410,250.5,0
25.643564356435643,0.5691318327974276,411,251.0,0
25.70957095709571,0.5691318327974276,412,251.0,0
25.775577557755774,0.5691318327974276,413,251.0,0
25.84158415841584,0.5691318327974276,414,251.0,0
25.90759075907591,0.5691318327974276,415,251.0,0
26.03960396039604,0.5691318327974276,417,251.0,1
26.105610561056103,0.5691318327974276,418,251.0,0
26.171617161716174,0.5691318327974276,419,251.0,0
26.237623762376238,0.5691318327974276,420,251.0,0
26.3036303630363,0.5691318327974276,421,251.0,0
26.765676567656765,0.572347266881029,428,250.0,1
26.831683168316832,0.572347266881029,429,250.0,0
26.897689768976896,0.572347266881029,430,250.0,0
26.963696369636963,0.572347266881029,431,250.0,0
27.02970297029703,0.572347266881029,432,250.0,0
27.095709570957098,0.572347266881029,433,250.0,0
27.35973597359736,0.572347266881029,437,250.0,1
27.49174917491749,0.5755627009646302,439,249.0,1
27.557755775577558,0.5755627009646302,440,249.0,0
27.623762376237625,0.572347266881029,441,250.0,0
