x,y,pixel_x,pixel_y,gap_before
0.42666666666666664,0.7723404255319148,138,950.0,0
0.42666666666666664,0.7340425531914894,138,956.0,0
0.5333333333333333,0.8170212765957446,139,943.0,0
0.5333333333333333,0.7531914893617022,139,953.0,0
0.64,0.9255319148936171,140,926.0,0
0.64,0.8297872340425532,140,941.0,0
0.7466666666666666,1.0468085106382978,141,907.0,0
0.7466666666666666,0.9127659574468086,141,928.0,0
0.8533333333333333,1.2063829787234042,142,882.0,0
0.8533333333333333,1.0468085106382978,142,907.0,0
0.96,1.397872340425532,143,852.0,0
0.96,1.2191489361702128,143,880.0,0
1.0666666666666667,1.5127659574468084,144,834.0,0
1.0666666666666667,1.4106382978723404,144,850.0,0
1.1733333333333333,1.5382978723404257,145,830.0,0
1.1733333333333333,1.5127659574468084,145,834.0,0
1.28,1.5159574468085106,146,833.5,0
1.3866666666666667,1.5063829787234042,147,835.0,0
1.3866666666666667,1.4170212765957446,147,849.0,0
1.4933333333333332,1.4106382978723404,148,850.0,0
1.4933333333333332,1.2893617021276595,148,869.0,0
1.6,1.295744680851064,149,868.0,0
1.6,1.148936170212766,149,891.0,0
1.7066666666666666,1.15531914893617,150,890.0,0
1.7066666666666666,1.0468085106382978,150,907.0,0
1.8133333333333335,1.0340425531914894,151,909.0,0
1.8133333333333335,0.9702127659574469,151,919.0,0
1.92,0.9638297872340426,152,920.0,0
1.92,0.9191489361702129,152,927.0,0
2.24,0.7851063829787235,155,948.0,1
2.24,0.7021276595744681,155,961.0,0
2.3466666666666667,0.7404255319148938,156,955.0,0
2.3466666666666667,0.6574468085106384,156,968.0,0
2.6666666666666665,0.5680851063829786,159,982.0,1
2.6666666666666665,0.5297872340425533,159,988.0,0
2.7733333333333334,0.5361702127659573,160,987.0,0
2.7733333333333334,0.5106382978723403,160,991.0,0
2.88,0.5010638297872341,161,992.5,0
2.9866666666666664,0.47872340425531923,162,996.0,0
3.0933333333333333,0.4659574468085106,163,998.0,0
3.2,0.44680851063829796,164,1001.0,0
3.3066666666666666,0.4340425531914893,165,1003.0,0
3.413333333333333,0.4180851063829787,166,1005.5,0
3.52,0.40531914893617027,167,1007.5,0
3.626666666666667,0.38936170212765964,168,1010.0,0
3.7333333333333334,0.3797872340425532,169,1011.5,0
3.84,0.36702127659574457,170,1013.5,0
3.9466666666666668,0.35425531914893615,171,1015.5,0
4.053333333333334,0.34787234042553195,172,1016.5,0
4.16,0.3414893617021275,173,1017.5,0
4.266666666666667,0.3223404255319149,174,1020.5,0
4.373333333333333,0.3319148936170213,175,1019.0,0
4.373333333333333,0.30638297872340425,175,1023.0,0
4.48,0.3382978723404255,176,1018.0,0
4.48,0.29361702127659584,176,1025.0,0
4.586666666666667,0.3319148936170213,177,1019.0,0
4.586666666666667,0.30000000000000004,177,1024.0,0
4.693333333333333,0.3255319148936171,178,1020.0,0
4.693333333333333,0.30000000000000004,178,1024.0,0
4.800000000000001,0.30638297872340425,179,1023.0,0
4.906666666666667,0.29361702127659584,180,1025.0,0
5.013333333333334,0.29361702127659584,181,1025.0,0
5.12,0.2872340425531914,182,1026.0,0
5.226666666666667,0.2840425531914894,183,1026.5,0
5.333333333333333,0.2808510638297872,184,1027.0,0
5.4399999999999995,0.2776595744680852,185,1027.5,0
5.546666666666667,0.274468085106383,186,1028.0,0
5.653333333333333,0.274468085106383,187,1028.0,0
