x,y,pixel_x,pixel_y,gap_before
5,-0.001,146,1348,0
10,-0.005,158,1357,0
15,-0.008,171,1365,0
20,-0.01,183,1370,0
25,-0.0115,195,1374,0
30,-0.0125,207,1376,0
35,-0.013,219,1377,0
40,-0.0135,231,1379,0
50,-0.0137,256,1379,0
60,-0.0135,280,1379,0
70,-0.0136,304,1379,0
80,-0.014,329,1380,0
90,-0.0142,353,1380,0
100,-0.0145,377,1381,0
110,-0.015,402,1382,0
120,-0.0155,426,1384,0
